0 125 263,1675 2,447366 117,6641
0 126 250,9439 4,482269 106,5415
0 127 251,5314 2,045262 93,73386
0 128 256,0922 2,045262 66,19302
0 129 275,0456 0,8645667 41,74852
0 130 280,0796 4,482269 28,76365
0 131 307,9084 0,8645667 20,40438
0 132 314,9587 4,482269 16,44586
0 133 340,7314 2,045262 13,1518
0 134 354,1918 4,482269 11,43819
0 135 351,6975 -0,2220564 7,217109
0 136 359,602 1,194357 4,26085
0 137 390,5732 1,591147 3,059215
0 138 417,9343 2,059186 58,19048
0 139 272,4335 2,447366 93,02795
0 140 283,299 2,045262 60,22009
0 141 301,7867 0,8645667 42,9709
0 142 311,8901 2,045262 34,44765
0 143 342,8103 0,7641266 26,14029
0 144 346,7502 2,447366 23,0432
0 145 360,677 4,482269 19,84339
0 146 345,1602 1,194357 29,15619
0 147 368,922 0,4039677 20,86929
0 148 387,8781 0,6723125 15,48618
0 149 414,8757 0,4252063 12,94052
0 150 482,846 2,312407 172,6261
0 151 467,7621 2,531186 169,5044
0 152 452,0963 2,596537 144,2536
0 153 448,0412 2,103103 78,18278
0 154 323,9964 0,8645667 169,3041
0 155 297,6762 4,482269 143,1382
0 156 304,5071 0,7641266 92,13213
0 157 297,8268 4,482269 77,84114
0 158 305,8487 4,482269 53,44162
0 159 354,3858 0,7641266 50,00428
0 160 357,6796 2,045262 29,95368
0 161 369,9583 4,482269 27,62921
0 162 396,3617 0,8645667 23,97339
0 163 371,6349 1,194357 33,04639
0 164 403,8044 0,6909717 25,73567
0 165 420,3587 0,6909717 21,64212
0 166 430,505 1,510125 19,27404
0 167 481,5746 1,748988 141,0765
0 168 458,4057 2,232217 112,3258
0 169 458,1738 2,232217 83,12563
0 170 330,4126 2,447366 142,0907
0 171 314,3058 2,447366 116,2156
0 172 313,3334 2,447366 92,20624
0 173 354,6857 4,482269 78,25685
0 174 374,2885 0,8645667 47,4637
0 175 380,2557 4,482269 34,1324
0 176 395,7933 4,482269 30,54123
0 177 425,9175 0,7641266 26,75962
0 178 410,4452 0,4252063 35,90583
0 179 424,0474 1,207232 30,90513
0 180 448,3021 0,4252063 27,27386
0 181 489,3904 0,6049027 121,4572
0 182 488,1469 2,579216 85,01717
0 183 351,8687 0,8645667 123,6902
0 184 331,3215 2,447366 91,94258
0 185 341,1562 2,045262 34,81798
0 186 372,0087 0,7641266 9,66182
0 187 406,0243 2,045262 169,9101
0 188 398,8259 0,7641266 138,5204
0 189 374,3488 4,482269 84,00607
0 190 380,5874 4,482269 62,41585
0 191 450,3517 1,101806 49,91057
0 192 474,1045 -0,2220564 29,99508
0 193 510,0038 2,511312 86,32064
0 194 363,7619 2,045262 101,5157
0 195 350,9843 2,045262 91,74033
0 196 355,8118 2,045262 67,02413
0 197 429,6098 4,482269 153,0234
0 198 412,0006 2,447366 141,5497
0 199 399,5364 4,482269 114,1064
0 200 398,4703 2,045262 85,64507
0 201 402,1905 2,045262 69,0499
0 202 419,8515 0,8645667 43,36555
0 203 439,8461 0,8645667 12,15372
0 204 540,0515 2,045262 -79,51843
0 205 464,7066 1,570473 78,2652
0 206 485,4371 -0,2220564 47,59952
0 207 528,7722 2,511312 86,97198
0 208 375,0662 2,447366 73,49197
0 209 448,2875 0,8645667 138,0148
0 210 442,9558 0,7641266 123,8283
0 211 433,9623 0,7641266 104,7193
0 212 417,0984 4,482269 86,45588
0 213 419,5137 2,447366 73,7218
0 214 445,7866 2,447366 63,713
0 215 522,0734 0,8645667 -54,07782
0 216 496,1673 -0,2220564 83,54523
0 217 543,5085 2,381459 87,50912
0 218 438,7563 2,447366 173,0475
0 219 422,4463 2,447366 170,9458
0 220 398,2739 4,482269 142,3238
0 221 480,8737 0,7641266 136,1527
0 222 455,8294 4,482269 126,8117
0 223 459,8912 0,7641266 114,7369
0 224 440,535 2,045262 100,6925
0 225 451,541 0,7641266 86,97087
0 226 439,6476 2,447366 76,64063
0 227 466,8801 0,7641266 31,06903
0 228 480,7951 0,7641266 12,37268
0 229 499,585 0,7641266 7,500486
0 230 503,8856 4,482269 4,623427
0 231 551,8008 0,7641266 85,45295
0 232 585,3663 1,101806 140,4165
0 233 576,0577 0,6723125 86,33213
0 234 441,3994 4,482269 152,7574
0 235 512,2402 2,447366 142,3042
0 236 510,5975 0,7641266 135,9185
0 237 489,2966 0,8645667 129,2068
0 238 477,7551 0,8645667 120,1952
0 239 477,126 0,7641266 109,9556
0 240 456,4655 2,447366 98,44145
0 241 455,8606 4,482269 87,39243
0 242 459,4204 2,045262 78,61272
0 243 465,6584 2,045262 67,49626
0 244 474,9859 4,482269 42,75589
0 245 498,509 2,447366 27,33258
0 246 508,3447 4,482269 20,20428
0 247 562,8146 2,447366 86,60264
0 248 601,3895 0,4039677 111,6424
0 249 599,5111 0,4039677 87,34091
1 0 15,0333 180 176,6336
1 2 15,0333 0 3,366448
1 3 30 -1,468737 1,847585
1 4 60 0 0
1 5 75,05997 1,468737 0,7441474
1 6 91,00549 0 0,6296288
1 7 114 0 0
1 8 129,0349 0,8303944 0,4374548
1 9 150,0133 0,360452 0,3794918
1 10 180 0 0
1 11 188 0 0
1 12 220,0091 0,5207698 0
1 13 234 0 0
1 14 247,002 0,2211734 0
1 15 280 0 0
1 16 294 0 0
1 17 309,0016 0 0,1845175
1 18 56,82701 4,819751 57,07799
1 19 70,07077 0,3183671 22,48723
1 20 125,0339 2,404687 54,15369
1 21 139,2226 0,199792 25,98384
1 22 152,8039 1,122916 13,7292
1 23 176,7354 1,571719 10,70622
1 24 189,2521 0,2646699 8,605876
1 25 219,0121 2,260966 7,024482
1 26 233,8345 2,263302 5,980386
1 27 251,7201 2,175648 4,99175
1 28 266,7662 2,969002 4,665645
1 29 294,699 1,93563 4,153222
1 30 309,7128 3,598749 3,862952
1 31 154,5788 2,530335 175,7988
1 32 133,8835 -9,733428 173,6662
1 33 103,0986 2,290637 172,2333
1 34 93,21084 5,355806 139,961
1 35 85,2776 1,909264 77,65724
1 36 94,32541 1,909264 46,73351
1 37 145,1991 1,4201 78,91238
1 38 151,103 1,259587 48,17714
1 39 164,5612 0,9350269 32,62504
1 40 186,3571 0 24,77107
1 41 227,4684 2,696024 66,38721
1 42 242,3064 2,394165 24,97349
1 43 256,2813 2,999896 14,87775
1 44 281,5337 2,726275 11,28823
1 45 326,6193 1,250857 57,16483
1 46 171,7242 2,405908 124,1202
1 47 96,63316 0,3183671 84,86774
1 48 106,694 5,136638 62,93677
1 49 156,4762 1,154875 83,68546
1 50 159,3583 0 64,15498
1 51 183,5709 1,397178 47,97534
1 52 196,7222 1,397178 36,80003
1 53 247,2245 2,650701 79,3595
1 54 257,2374 2,650701 46,93657
1 55 262,7212 -0,2887141 32,36556
1 56 276,0992 2,097792 24,59106
1 57 300,4151 2,958103 19,8575
1 58 322,8696 2,289355 12,04956
1 59 172,1249 0,3183671 100,0448
1 60 164,7947 0,3183671 173,4827
1 61 147,4502 5,136638 170,9063
1 62 127,533 5,136638 146,2663
1 63 118,1366 5,135837 85,56934
1 64 119,6735 5,135837 69,98613
1 65 178,8522 0,9516218 85,34393
1 66 183,4454 0,9516218 69,74128
1 67 190,4972 -0,8339216 57,18203
1 68 203,9969 3,123617 46,68223
1 69 290,3895 2,097792 55,08816
1 70 326,198 2,097792 61,10955
1 71 195,6307 1,956848 161,0525
1 72 171,8542 5,135837 155,3647
1 73 158,6215 5,136638 132,5744
1 74 144,9397 1,909264 86,30967
1 75 148,1228 1,909264 73,69116
1 76 200,4284 1,831521 86,65503
1 77 196,6347 1,813805 73,81587
1 78 214,0217 -11,10782 63,37054
1 79 224,9487 -11,10782 54,41409
1 80 238,3256 2,603839 39,61383
1 81 251,809 3,123617 11,99056
1 82 325,2438 1,271494 139,985
1 83 316,4393 2,289355 76,82851
1 84 325,9557 2,229322 27,1123
1 85 342,7552 2,958103 11,64128
1 86 198,0748 5,136638 145,8534
1 87 190,0913 1,909264 132,2859
1 88 172,6387 0,3183671 101,2649
1 89 160,6381 5,136638 86,99798
1 90 163,4573 5,136638 76,85903
1 91 326,5723 5,135837 -80,05114
1 92 224,94 -11,10782 76,97281
1 93 222,3805 1,379559 67,32372
1 94 237,8294 0,4571402 59,36915
1 95 246,5844 -0,8339216 52,99363
1 96 255,0333 0,9130027 43,57493
1 97 331,1855 2,097792 115,0893
1 98 339,0696 2,726275 83,60722
1 99 353,7562 2,229322 61,36422
1 100 218,5667 1,909264 133,9282
1 101 198,1755 5,135837 118,5082
1 102 199,4649 1,909264 96,1782
1 103 304,2996 5,135837 -54,67908
1 104 241,2305 0,4571402 79,0588
1 105 249,0533 -11,10782 70,78462
1 106 247,0124 1,379559 63,09501
1 107 258,3874 1,379559 56,52053
1 108 282,3 1,4201 50,83042
1 109 361,9518 2,489472 105,0722
1 110 348,9615 2,097792 85,42133
1 111 367,2751 1,271494 35,09703
1 112 389,4617 2,726275 8,581513
1 113 228,798 5,136638 124,6201
1 114 224,0281 1,909264 111,0984
1 115 212,9364 5,135837 94,3258
1 116 221,6709 1,694313 40,15229
1 117 244,7831 1,956848 11,88252
1 118 259,1908 5,135837 7,043334
1 119 285,7461 1,909264 4,926605
1 120 296,4212 5,135837 3,80246
1 121 367,0719 2,365792 100,9819
1 122 372,6194 2,771634 86,19955
1 123 382,5703 2,650701 68,13326
1 124 385,4129 1,761809 38,09454
1 125 250,8496 1,909264 117,6514
1 126 242,9676 1,956848 106,2439
1 127 237,532 1,956848 93,78557
1 128 234,2682 1,780372 66,39188
1 129 258,2268 1,909264 41,17529
1 130 264,1075 5,135837 28,83657
1 131 290,4484 1,909264 20,73763
1 132 298,9744 5,135837 16,48578
1 133 326,7941 1,956848 13,07711
1 134 338,2026 5,135837 11,46661
1 135 326,2849 0,4571402 6,644257
1 136 339,6224 1,379559 4,310571
1 137 370,5946 1,847585 3,100341
1 138 407,2642 0,309643 58,18298
1 139 260,1341 1,909264 92,94148
1 140 265,1719 5,136638 60,1394
1 141 284,9435 1,909264 42,59114
1 142 297,8683 1,956848 34,4532
1 143 311,435 0,3183671 26,3676
1 144 328,8042 5,136638 23,11265
1 145 344,6891 5,135837 19,87208
1 146 325,1991 1,379559 29,20099
1 147 348,9336 0,4571402 20,88152
1 148 367,903 0,7356848 15,5202
1 149 388,8878 0,4571402 12,9522
1 150 472,2883 1,96553 172,9958
1 151 448,7174 3,027826 168,6347
1 152 428,6614 -2,663152 142,9374
1 153 424,4614 2,771634 77,93663
1 154 297,8391 5,135837 171,2091
1 155 287,7204 1,956848 142,8915
1 156 274,9155 5,136638 92,68152
1 157 287,984 1,956848 77,72259
1 158 297,8742 1,909264 53,4565
1 159 327,292 1,956848 44,04432
1 160 341,7263 1,956848 31,26578
1 161 353,9784 5,135837 27,65955
1 162 378,1573 1,909264 23,83885
1 163 351,6797 1,379559 33,07898
1 164 376,327 0,9516218 27,10824
1 165 392,7087 0,7356848 22,07088
1 166 420,2611 1,847585 19,17636
1 167 458,3114 2,315368 136,496
1 168 438,4496 0,7300779 112,2719
1 169 450,1955 2,419537 83,1161
1 170 316,1653 1,909264 136,445
1 171 302,0099 1,909264 116,3876
1 172 301,0379 1,909264 92,14161
1 173 346,788 1,909264 79,39727
1 174 350,2909 5,136638 47,46433
1 175 364,2844 5,135837 34,15994
1 176 379,8248 5,135837 30,44261
1 177 393,708 0,3183671 26,65482
1 178 384,4641 0,4571402 35,91524
1 179 398,1041 1,379559 30,92854
1 180 422,3183 0,4571402 27,28086
1 181 481,4173 3,122112 121,4351
1 182 462,1796 2,797854 85,00545
1 183 323,0823 5,135837 121,5859
1 184 319,0267 1,909264 91,88523
1 185 321,7206 1,780372 36,65356
1 186 342,0392 5,136638 10,25139
1 187 384,5513 5,135837 168,2137
1 188 373,0179 1,956848 158,5319
1 189 366,3654 1,909264 83,99316
1 190 372,6061 1,909264 62,41243
1 191 428,4439 1,379559 55,55991
1 192 448,5921 0,4571402 30,17333
1 193 487,4508 2,992251 86,13651
1 194 341,5765 0,3183671 101,342
1 195 328,8217 0,3183671 91,75063
1 196 336,4261 0,3183671 66,78452
1 197 417,511 1,956848 153,1291
1 198 389,5612 0,3183671 136,45
1 199 391,5486 1,909264 114,0906
1 200 378,6896 5,135837 85,48457
1 201 382,3066 5,135837 68,83877
1 202 395,8538 5,136638 43,36675
1 203 421,9526 1,909264 12,29445
1 204 524,0311 1,956848 -79,63934
1 205 456,7235 1,847585 78,24281
1 206 460,0307 0,4571402 48,12869
1 207 506,194 2,992251 86,93549
1 208 362,5073 1,909264 75,8247
1 209 424,4656 5,135837 139,7534
1 210 415,8235 1,956848 123,2396
1 211 408,0256 1,956848 104,9309
1 212 409,1146 1,909264 86,44956
1 213 398,5966 0,3183671 73,24113
1 214 427,8441 5,136638 63,61476
1 215 503,9153 1,909264 -55,29003
1 216 469,6519 0,4571402 84,68649
1 217 521,7825 1,527391 87,44586
1 218 426,6984 1,909264 173,3098
1 219 410,3682 1,909264 171,4077
1 220 390,6548 6,146598 142,4964
1 221 451,7497 5,136638 136,6677
1 222 443,6954 1,956848 126,8441
1 223 433,9897 1,956848 114,9766
1 224 420,6986 5,135837 100,5569
1 225 424,4288 1,956848 86,95396
1 226 419,3609 0,3183671 76,93002
1 227 440,9483 1,956848 31,67893
1 228 456,5613 1,956848 11,60215
1 229 467,3579 0,3183671 7,548967
1 230 487,9039 5,135837 4,646882
1 231 518,829 0,3183671 84,98802
1 232 563,3202 1,379559 140,6782
1 233 556,0715 0,7356848 86,32225
1 234 431,3019 1,956848 151,3145
1 235 500,155 1,909264 142,4529
1 236 484,0508 6,168471 135,6627
1 237 460,4202 5,135837 128,3794
1 238 452,8449 5,135837 119,9929
1 239 451,1933 1,956848 110,1552
1 240 436,0579 0,3183671 98,50139
1 241 447,8767 1,909264 87,3878
1 242 440,3706 5,135837 79,18568
1 243 446,4386 5,135837 68,03614
1 244 467,0041 1,909264 42,76662
1 245 479,5582 5,136638 26,51179
1 246 492,3702 5,135837 20,22179
1 247 541,8997 5,136638 86,19559
1 248 581,3937 0,4571402 111,6383
1 249 579,5176 0,4571402 87,33739
2 0 30 -178,5313 178,1524
2 1 15,0333 180 176,6336
2 3 15,0333 0 3,366448
2 4 30,06659 1,468737 1,847585
2 5 60,03333 1,909161 0
2 6 73,00685 -0,7255072 0
2 7 91,00549 0 0,6296288
2 8 109,0413 0,9709598 0,5158621
2 9 127,0039 0,4125943 0
2 10 157,0032 0 0,365305
2 11 171,0029 0 0,3351346
2 12 188,0106 0,5726661 0
2 13 217,0023 0 0,2639296
2 14 227,0022 0,2398483 0
2 15 260 0 0
2 16 274 0 0
2 17 289,0017 0 0,1968319
2 18 42,80914 5,969363 54,49759
2 19 55,11097 7,743646 21,98309
2 20 105,1259 2,886155 54,24859
2 21 121,9456 0,590498 22,20203
2 22 135,7694 1,610462 14,42834
2 23 150,7489 1,426425 10,62329
2 24 178,3687 3,206623 8,547069
2 25 193,0799 1,509088 6,918605
2 26 207,8865 1,532762 5,965947
2 27 237,7605 -9,741323 5,071882
2 28 252,7971 2,992906 4,623724
2 29 280,7162 2,341593 4,123693
2 30 295,7465 3,839563 4,04443
2 31 134,5963 4,926884 175,7472
2 32 107,7964 10,53444 173,8591
2 33 93,03502 1,548134 172,2389
2 34 70,13189 8,283635 143,8841
2 35 58,59666 10,19063 79,70564
2 36 62,71176 2,02999 47,01955
2 37 113,3436 1,625821 78,87892
2 38 133,8022 1,668357 46,22791
2 39 147,9435 0,6330382 35,30916
2 40 154,5274 3,626498 24,97594
2 41 210,9274 3,503529 70,12861
2 42 225,1555 3,163907 22,27606
2 43 239,3694 2,684674 14,69242
2 44 255,5787 1,944306 11,28282
2 45 300,6536 -2,759602 57,04431
2 46 141,6725 3,99091 123,8442
2 47 77,75391 8,402165 82,46846
2 48 90,33342 6,108622 60,68522
2 49 132,6763 1,625821 83,2074
2 50 145,4521 3,762495 64,17189
2 51 155,2575 1,218043 48,59954
2 52 170,6678 1,610462 36,65294
2 53 215,23 2,444405 79,26175
2 54 225,2651 2,444405 46,86848
2 55 245,6928 1,944306 33,24993
2 56 259,4833 3,737431 25,14216
2 57 283,526 -9,874681 19,93702
2 58 305,6968 3,163907 14,06791
2 59 161,952 1,548134 99,47705
2 60 156,7926 11,48647 173,2157
2 61 130,2301 9,544952 166,8553
2 62 113,302 7,765185 147,7444
2 63 99,88229 9,737022 84,82157
2 64 101,8567 9,737022 68,75204
2 65 154,7529 3,09497 85,25053
2 66 167,0116 0,8439512 70,32146
2 67 176,4216 -10,83125 57,14852
2 68 190,1208 3,743033 46,73002
2 69 273,3511 3,737431 54,54478
2 70 307,5235 3,369413 48,92363
2 71 183,2327 3,361793 158,4704
2 72 164,0328 7,995908 155,0663
2 73 143,6535 6,108622 121,7733
2 74 113,3407 2,02999 86,23261
2 75 116,5383 2,02999 73,67333
2 76 181,9844 1,457502 86,35826
2 77 178,5936 1,916834 73,79269
2 78 186,7283 3,58665 62,31322
2 79 207,1614 3,814081 53,92673
2 80 211,489 2,945569 38,86376
2 81 226,1903 3,626498 11,93448
2 82 299,1474 3,737431 140,3166
2 83 299,1399 3,163907 78,15762
2 84 309,7687 -9,638391 26,92236
2 85 325,8019 -9,874681 13,23032
2 86 186,9154 7,305274 147,1013
2 87 170,8941 8,841802 133,0909
2 88 153,4269 8,402165 101,4287
2 89 144,1792 6,108622 86,91654
2 90 146,9195 6,108622 76,53461
2 91 308,5761 9,737022 -80,04954
2 92 208,1722 3,743033 77,29525
2 93 212,2057 1,348136 67,76478
2 94 223,8509 0,6029587 59,37031
2 95 233,6415 0,6029587 52,05924
2 96 241,0763 1,108182 43,58394
2 97 317,1753 2,119603 115,1048
2 98 310,4728 3,491941 84,41403
2 99 336,9785 -9,638391 50,07233
2 100 186,815 2,02999 133,8321
2 101 179,8914 9,737022 118,4437
2 102 167,0613 2,02999 97,23528
2 103 286,2525 9,737022 -55,41106
2 104 215,1205 3,626498 79,1871
2 105 220,7614 0 71,16172
2 106 233,0756 1,666009 63,09951
2 107 244,4489 1,666009 56,52737
2 108 253,9078 1,263465 51,29071
2 109 341,9609 2,755414 105,0561
2 110 334,9455 2,119603 85,43207
2 111 337,8681 1,532762 36,62514
2 112 359,8417 3,491941 10,42525
2 113 212,7093 6,108622 124,5811
2 114 192,3231 2,02999 110,6012
2 115 194,7014 9,737022 94,17472
2 116 206,3091 -5,384378 42,08459
2 117 226,7663 6,632499 11,69162
2 118 241,1904 9,737022 6,964298
2 119 253,2994 2,02999 4,305024
2 120 278,4186 9,737022 3,771176
2 121 355,3616 -10,01697 100,749
2 122 346,6442 2,488528 86,18349
2 123 354,2502 3,693266 64,98517
2 124 371,438 3,970347 38,11448
2 125 219,1065 2,02999 117,6462
2 126 225,0015 6,632499 105,7993
2 127 219,3996 6,632499 93,69984
2 128 217,8602 3,062285 68,03122
2 129 224,9336 2,02999 41,51899
2 130 246,0834 9,737022 28,77193
2 131 257,8425 2,02999 20,26952
2 132 280,9616 9,737022 16,45667
2 133 308,8173 6,632499 13,31076
2 134 320,1934 9,737022 11,4458
2 135 312,2919 0,6029587 6,66418
2 136 325,6419 1,666009 4,357794
2 137 342,5116 1,916834 3,137312
2 138 381,3648 3,693266 58,18404
2 139 228,3875 2,02999 93,0071
2 140 248,9391 6,108622 59,98742
2 141 251,541 2,02999 43,35149
2 142 279,8307 6,632499 34,3787
2 143 292,334 8,402165 25,66658
2 144 312,2879 6,108622 23,12557
2 145 326,6789 9,737022 19,85127
2 146 316,8255 1,145859 29,27642
2 147 334,9443 0,6029587 20,89342
2 148 341,8621 1,089842 16,05294
2 149 366,7124 -3,283663 12,87239
2 150 448,8595 2,647672 173,1286
2 151 422,7174 2,988455 168,6319
2 152 418,0865 2,755414 144,3187
2 153 397,6398 2,488528 77,58018
2 154 278,0685 9,737022 169,2195
2 155 270,8487 6,632499 146,116
2 156 258,6492 6,108622 92,60265
2 157 270,7708 6,632499 76,55111
2 158 266,0511 2,02999 53,56083
2 159 312,0723 6,632499 48,90855
2 160 325,8785 6,632499 30,08572
2 161 335,9624 9,737022 27,63767
2 162 346,2564 2,02999 23,9029
2 163 343,7028 1,701229 33,09545
2 164 362,2441 0,8439512 26,25192
2 165 366,7778 1,089842 22,71023
2 166 396,2713 1,980112 19,13687
2 167 441,5156 -10,1404 141,0916
2 168 430,4365 3,664205 112,2865
2 169 423,8994 2,119603 82,77332
2 170 286,3802 2,02999 142,1228
2 171 270,2594 2,02999 116,2397
2 172 269,2883 2,02999 92,19079
2 173 314,9099 2,02999 79,2667
2 174 333,8121 6,108622 47,65235
2 175 346,2622 9,737022 34,14013
2 176 361,7983 9,737022 30,54835
2 177 374,6512 8,402165 26,89598
2 178 362,2314 -3,283663 35,87841
2 179 390,1274 1,701229 30,9382
2 180 407,8638 -10,83125 27,0547
2 181 449,4414 2,988455 121,4148
2 182 439,1457 1,64877 84,87469
2 183 302,7249 9,737022 122,136
2 184 287,2766 2,02999 91,92891
2 185 299,9812 8,402165 37,89259
2 186 325,9711 6,108622 9,830494
2 187 366,5473 9,737022 168,2515
2 188 357,0224 6,632499 138,3694
2 189 334,4803 2,02999 83,90485
2 190 340,1236 2,02999 61,67199
2 191 412,4554 1,263465 55,56696
2 192 434,6052 0,6029587 30,17771
2 193 457,7547 3,279128 86,13081
2 194 322,4599 8,402165 102,1852
2 195 309,9953 8,402165 91,39364
2 196 315,0961 8,402165 67,36938
2 197 401,8813 6,632499 151,8667
2 198 371,8465 8,402165 136,5264
2 199 359,6336 2,02999 113,981
2 200 360,6654 9,737022 85,49275
2 201 364,4265 9,737022 68,9584
2 202 379,3329 6,108622 43,44162
2 203 389,7463 2,02999 12,00142
2 204 508,0366 6,632499 -79,72549
2 205 426,7438 1,916834 78,19443
2 206 446,044 0,6029587 48,1271
2 207 476,8542 3,279128 86,95242
2 208 331,0294 2,02999 73,47579
2 209 406,4236 9,737022 139,8096
2 210 400,8583 6,632499 123,9292
2 211 391,7439 6,632499 104,629
2 212 377,2274 2,02999 86,40615
2 213 379,9195 8,402165 73,55096
2 214 409,6366 6,108622 50,64426
2 215 471,9404 2,02999 -55,10577
2 216 455,6612 0,6029587 84,67484
2 217 507,2797 -1,185642 87,56175
2 218 394,7471 2,02999 173,0869
2 219 378,4341 2,02999 171,0148
2 220 371,0125 6,632499 141,1682
2 221 435,3362 6,108622 136,0165
2 222 429,1998 6,632499 127,3762
2 223 417,7946 6,632499 114,8418
2 224 402,6779 9,737022 100,5661
2 225 409,3883 6,632499 87,04121
2 226 400,0358 8,402165 76,48909
2 227 424,7255 6,632499 30,75943
2 228 438,5056 6,632499 11,48338
2 229 448,1982 8,402165 7,301513
2 230 469,8898 9,737022 4,628974
2 231 499,8076 8,402165 85,44843
2 232 549,3269 1,666009 140,6437
2 233 542,0848 0,8439512 86,31302
2 234 413,5535 6,632499 150,9472
2 235 468,2321 2,02999 142,3089
2 236 464,6406 6,108622 135,863
2 237 443,2802 9,737022 129,2326
2 238 434,79 9,737022 120,0266
2 239 435,0163 6,632499 110,0363
2 240 416,775 8,402165 98,53897
2 241 415,9881 2,02999 87,35601
2 242 422,3478 9,737022 79,18975
2 243 428,4149 9,737022 68,03701
2 244 435,5817 2,02999 43,61266
2 245 464,4544 6,108622 27,29942
